ticket_id,ticket_date,region,issue_type
T00705,2026-01-19,North,Product Issue
T00706,2025-05-12,East,Product Issue
T00707,2025-07-27,West,Product Issue
T00708,2026-04-10,South,Product Issue
T00709,2025-09-08,West,Refund Request
T00710,2025-09-02,South,Payment Problem
T00711,2026-04-30,South,Product Issue
T00712,2025-06-15,North,Delivery Delay
T00713,2026-03-24,West,Delivery Delay
T00714,2025-02-08,West,Product Issue
T00715,2025-03-24,South,Out of Stock
T00716,2025-01-27,North,Refund Request
T00717,2025-08-06,North,Product Issue
T00718,2026-02-11,South,Out of Stock
T00719,2025-12-03,West,Out of Stock
T00720,2026-02-15,South,Out of Stock
T00721,2026-01-20,South,Payment Problem
T00722,2025-04-11,South,Refund Request
T00723,2025-09-19,South,Out of Stock
T00724,2026-06-23,West,Delivery Delay
T00725,2025-02-27,East,Refund Request
T00726,2025-11-09,North,Payment Problem
T00727,2025-06-01,South,Delivery Delay
T00728,2026-01-02,West,Delivery Delay
T00729,2026-03-08,East,Delivery Delay
T00730,2025-11-01,West,Payment Problem
T00731,2026-06-28,South,Out of Stock
T00732,2025-05-16,West,Product Issue
T00733,2026-04-08,South,Refund Request
T00734,2025-04-18,South,Product Issue
T00735,2026-03-30,East,Refund Request
T00736,2025-03-24,South,Refund Request
T00737,2026-03-25,North,Delivery Delay
T00738,2025-10-05,West,Delivery Delay
T00739,2025-07-15,South,Delivery Delay
T00740,2026-03-08,West,Delivery Delay
T00741,2025-11-20,South,Out of Stock
T00742,2026-03-05,North,Delivery Delay
T00743,2026-06-19,West,Product Issue
T00744,2026-01-08,West,Payment Problem
T00745,2025-11-21,West,Out of Stock
T00746,2025-08-09,South,Refund Request
T00747,2026-05-06,North,Delivery Delay
T00748,2025-01-04,East,Product Issue
T00749,2025-08-03,West,Refund Request
T00750,2025-06-16,East,Product Issue
T00751,2026-06-01,East,Delivery Delay
T00752,2025-03-27,South,Payment Problem
T00753,2026-06-20,North,Product Issue
T00754,2025-10-17,East,Delivery Delay
T00755,2025-08-23,North,Delivery Delay
T00756,2026-05-20,West,Delivery Delay
T00757,2025-08-12,West,Refund Request
T00758,2025-01-23,North,Refund Request
T00759,2026-06-02,West,Out of Stock
T00760,2026-02-02,North,Out of Stock
T00761,2025-04-25,West,Product Issue
T00762,2026-02-08,North,Out of Stock
T00763,2025-08-17,South,Out of Stock
T00764,2025-03-06,North,Product Issue
T00765,2025-01-03,West,Refund Request
T00766,2025-09-07,East,Payment Problem
T00767,2026-02-21,East,Payment Problem
T00768,2025-05-23,West,Refund Request
T00769,2025-03-09,East,Out of Stock
T00770,2026-06-19,South,Delivery Delay
T00771,2026-06-05,West,Delivery Delay
T00772,2025-09-10,East,Refund Request
T00773,2025-04-05,East,Payment Problem
T00774,2025-02-15,West,Refund Request
T00775,2026-06-09,South,Product Issue
T00776,2026-02-22,South,Payment Problem
T00777,2025-07-25,South,Payment Problem
T00778,2025-04-07,East,Payment Problem
T00779,2025-05-28,North,Delivery Delay
T00780,2026-03-09,West,Out of Stock
T00781,2025-02-02,North,Out of Stock
T00782,2025-04-11,South,Out of Stock
T00783,2025-11-29,West,Out of Stock
T00784,2026-01-12,North,Delivery Delay
T00785,2025-05-15,West,Refund Request
T00786,2026-02-14,East,Delivery Delay
T00787,2026-02-21,South,Product Issue
T00788,2025-04-15,North,Delivery Delay
T00789,2025-11-23,South,Product Issue
T00790,2026-01-12,West,Out of Stock
T00791,2026-04-26,West,Out of Stock
T00792,2026-04-30,East,Refund Request
T00793,2025-09-14,North,Out of Stock
T00794,2025-01-27,North,Product Issue
T00795,2025-08-21,West,Refund Request
T00796,2025-10-13,South,Out of Stock
T00797,2026-02-10,North,Product Issue
T00798,2025-10-17,East,Out of Stock
T00799,2025-10-14,East,Product Issue
T00800,2025-01-08,North,Refund Request
T00801,2025-05-19,East,Refund Request
T00802,2025-07-02,North,Refund Request
T00803,2025-11-01,East,Payment Problem
T00804,2025-08-14,South,Payment Problem
T00805,2026-05-10,West,Product Issue
T00806,2025-12-25,West,Refund Request
T00807,2025-03-19,East,Out of Stock
T00808,2025-12-18,South,Delivery Delay
T00809,2026-01-24,East,Out of Stock
T00810,2026-03-22,North,Delivery Delay
T00811,2025-09-05,North,Refund Request
T00812,2026-06-15,South,Out of Stock
T00813,2025-12-11,North,Product Issue
T00814,2025-08-08,West,Out of Stock
T00815,2026-02-08,East,Product Issue
T00816,2025-08-08,East,Out of Stock
T00817,2025-02-01,East,Refund Request
T00818,2025-08-22,North,Payment Problem
T00819,2025-04-10,West,Payment Problem
T00820,2026-02-07,North,Payment Problem
T00821,2026-01-29,East,Product Issue
T00822,2025-09-02,South,Payment Problem
T00823,2025-04-13,East,Out of Stock
T00824,2025-08-14,South,Refund Request
T00825,2026-03-18,West,Product Issue
T00826,2025-01-07,West,Payment Problem
T00827,2025-12-19,North,Product Issue
T00828,2026-02-21,North,Product Issue
T00829,2025-07-15,North,Product Issue
T00830,2025-07-27,West,Payment Problem
T00831,2026-03-02,South,Payment Problem
T00832,2025-12-29,North,Product Issue
T00833,2025-03-19,East,Delivery Delay
T00834,2025-10-11,North,Delivery Delay
T00835,2026-01-11,West,Out of Stock
T00836,2026-01-08,North,Payment Problem
T00837,2025-09-01,South,Refund Request
T00838,2025-02-08,North,Delivery Delay
T00839,2025-03-27,East,Out of Stock
T00840,2025-07-27,North,Payment Problem
T00841,2025-01-01,North,Product Issue
T00842,2026-02-14,South,Product Issue
T00843,2025-03-25,South,Payment Problem
T00844,2026-06-24,West,Product Issue
T00845,2026-01-26,West,Payment Problem
T00846,2025-10-31,South,Delivery Delay
T00847,2025-05-15,West,Delivery Delay
T00848,2025-04-25,South,Delivery Delay
T00849,2026-06-25,West,Delivery Delay
T00850,2026-02-28,South,Product Issue
T00851,2026-02-23,East,Payment Problem
T00852,2025-09-12,East,Payment Problem
T00853,2025-04-08,South,Product Issue
T00854,2026-03-23,East,Product Issue
T00855,2025-12-25,East,Refund Request
T00856,2026-06-14,East,Refund Request
T00857,2025-07-23,South,Payment Problem
T00858,2026-05-03,South,Out of Stock
T00859,2025-10-11,North,Payment Problem
T00860,2025-07-06,West,Delivery Delay
T00861,2026-02-23,South,Product Issue
T00862,2026-05-11,North,Out of Stock
T00863,2025-04-26,North,Out of Stock
T00864,2025-05-12,West,Product Issue
T00865,2025-08-25,North,Out of Stock
T00866,2025-02-08,East,Delivery Delay
T00867,2025-04-16,West,Delivery Delay
T00868,2025-12-20,South,Refund Request
T00869,2025-09-22,West,Delivery Delay
T00870,2026-04-09,North,Payment Problem
T00871,2026-03-17,West,Out of Stock
T00872,2026-06-18,East,Delivery Delay
T00873,2026-05-10,South,Product Issue
T00874,2025-11-12,West,Payment Problem
T00875,2025-05-31,South,Payment Problem
T00876,2025-11-07,South,Delivery Delay
T00877,2026-05-15,West,Out of Stock
T00878,2025-07-09,South,Refund Request
T00879,2025-01-08,West,Refund Request
T00880,2026-04-14,North,Out of Stock
T00881,2026-03-27,East,Product Issue
T00882,2025-10-14,North,Delivery Delay
T00883,2026-06-18,West,Delivery Delay
T00884,2026-04-29,East,Out of Stock
T00885,2026-06-11,West,Product Issue
T00886,2026-02-10,East,Delivery Delay
T00887,2026-03-22,East,Refund Request
T00888,2025-06-16,North,Refund Request
T00889,2025-07-02,East,Out of Stock
T00890,2025-05-29,West,Refund Request
T00891,2025-02-28,South,Payment Problem
T00892,2025-01-05,East,Payment Problem
T00893,2026-01-18,North,Payment Problem
T00894,2026-06-09,South,Delivery Delay
T00895,2026-02-18,East,Out of Stock
T00896,2026-04-09,East,Refund Request
T00897,2026-06-11,North,Out of Stock
T00898,2025-02-17,South,Refund Request
T00899,2026-06-23,East,Product Issue
T00900,2026-05-21,West,Delivery Delay
T00901,2025-02-21,South,Payment Problem
T00902,2025-12-03,East,Out of Stock
T00903,2025-05-01,South,Refund Request
T00904,2025-02-21,East,Refund Request
T00905,2026-06-25,North,Product Issue
T00906,2025-07-28,West,Product Issue
T00907,2026-01-26,East,Payment Problem
T00908,2025-12-05,West,Out of Stock
T00909,2025-12-11,East,Payment Problem
T00910,2026-03-21,North,Out of Stock
T00911,2025-11-06,North,Out of Stock
T00912,2026-04-23,South,Delivery Delay
T00913,2025-02-21,South,Refund Request
T00914,2025-08-31,West,Out of Stock
T00915,2026-03-18,North,Payment Problem
T00916,2025-04-29,North,Out of Stock
T00917,2026-01-06,North,Delivery Delay
T00918,2026-03-25,West,Delivery Delay
T00919,2026-04-16,West,Product Issue
T00920,2025-11-06,West,Out of Stock
T00921,2025-02-13,North,Refund Request
T00922,2026-01-23,South,Payment Problem
T00923,2026-03-30,East,Payment Problem
T00924,2026-03-14,South,Payment Problem
T00925,2025-08-15,North,Out of Stock
T00926,2025-06-04,West,Product Issue
T00927,2025-01-07,East,Payment Problem
T00928,2025-09-19,West,Refund Request
T00929,2025-09-19,South,Out of Stock
T00930,2026-03-21,South,Delivery Delay
T00931,2026-01-01,North,Out of Stock
T00932,2025-04-11,South,Payment Problem
T00933,2025-06-18,North,Out of Stock
T00934,2025-12-29,North,Product Issue
T00935,2026-02-25,North,Refund Request
T00936,2026-01-04,West,Delivery Delay
T00937,2026-05-07,South,Delivery Delay
T00938,2025-04-05,West,Out of Stock
T00939,2026-01-31,West,Refund Request
T00940,2025-02-23,West,Payment Problem
T00941,2026-02-24,South,Refund Request
T00942,2025-03-09,South,Payment Problem
T00943,2025-06-24,West,Out of Stock
T00944,2025-05-16,North,Delivery Delay
T00945,2025-07-07,South,Payment Problem
T00946,2025-01-09,West,Product Issue
T00947,2026-03-20,South,Delivery Delay
T00948,2026-03-22,West,Out of Stock
T00949,2025-10-10,North,Payment Problem
T00950,2025-01-25,West,Delivery Delay
T00951,2026-05-31,West,Out of Stock
T00952,2025-07-03,East,Payment Problem
T00953,2025-12-25,West,Delivery Delay
T00954,2025-12-16,North,Payment Problem
T00955,2026-04-24,North,Product Issue
T00956,2025-07-06,North,Refund Request
T00957,2025-08-23,South,Payment Problem
T00958,2025-08-20,South,Product Issue
T00959,2025-12-31,South,Delivery Delay
T00960,2026-04-13,North,Refund Request
T00961,2025-10-01,West,Refund Request
T00962,2025-07-03,South,Refund Request
T00963,2025-07-13,East,Out of Stock
T00964,2025-07-15,South,Delivery Delay
T00965,2025-11-27,West,Out of Stock
T00966,2026-05-14,West,Out of Stock
T00967,2025-04-10,North,Refund Request
T00968,2025-01-17,North,Out of Stock
T00969,2025-05-06,South,Product Issue
T00970,2026-06-19,South,Delivery Delay
T00971,2026-06-08,North,Product Issue
T00972,2025-02-26,South,Product Issue
T00973,2025-12-05,South,Delivery Delay
T00974,2025-05-13,West,Payment Problem
T00975,2026-03-12,West,Product Issue
T00976,2025-08-18,West,Product Issue
T00977,2025-08-21,South,Product Issue
T00978,2026-05-15,West,Product Issue
T00979,2025-12-28,West,Delivery Delay
T00980,2026-03-08,West,Delivery Delay
T00981,2025-12-04,North,Out of Stock
T00982,2026-01-31,South,Product Issue
T00983,2026-03-28,West,Out of Stock
T00984,2026-06-20,South,Delivery Delay
T00985,2025-04-25,East,Out of Stock
T00986,2025-08-14,South,Payment Problem
T00987,2025-09-21,West,Payment Problem
T00988,2025-06-30,North,Delivery Delay
T00989,2025-04-24,South,Product Issue
T00990,2025-12-08,South,Refund Request
T00991,2025-05-23,East,Refund Request
T00992,2026-03-29,East,Out of Stock
T00993,2025-03-03,West,Out of Stock
T00994,2025-10-03,East,Delivery Delay
T00995,2025-12-30,East,Delivery Delay
T00996,2026-01-09,South,Out of Stock
T00997,2025-05-17,East,Out of Stock
T00998,2025-02-04,West,Refund Request
T00999,2026-05-07,South,Payment Problem
T01000,2025-09-27,North,Payment Problem
T01001,2025-11-20,East,Product Issue
T01002,2026-05-02,East,Payment Problem
T01003,2025-05-05,West,Delivery Delay
T01004,2025-09-23,East,Out of Stock
T01005,2025-11-11,West,Payment Problem
T01006,2025-10-25,East,Out of Stock
T01007,2026-05-03,South,Product Issue
T01008,2026-01-10,North,Product Issue
T01009,2025-04-22,South,Refund Request
T01010,2025-11-20,East,Payment Problem
T01011,2025-03-26,West,Payment Problem
T01012,2026-05-23,West,Product Issue
T01013,2026-01-29,East,Refund Request
T01014,2025-06-30,West,Product Issue
T01015,2025-09-20,South,Refund Request
T01016,2025-01-30,South,Payment Problem
T01017,2025-07-04,West,Refund Request
T01018,2026-03-23,West,Product Issue
T01019,2025-06-18,North,Product Issue
T01020,2025-09-16,West,Refund Request
T01021,2025-10-13,South,Refund Request
T01022,2026-01-04,West,Out of Stock
T01023,2025-04-10,North,Refund Request
T01024,2026-03-23,West,Delivery Delay
T01025,2026-04-27,North,Refund Request
T01026,2025-02-08,South,Product Issue
T01027,2025-01-09,West,Refund Request
T01028,2025-05-19,South,Payment Problem
T01029,2025-09-13,West,Payment Problem
T01030,2025-09-14,South,Payment Problem
T01031,2025-11-13,East,Product Issue
T01032,2025-10-11,North,Payment Problem
T01033,2025-12-02,West,Payment Problem
T01034,2025-07-09,West,Product Issue
T01035,2025-03-11,South,Refund Request
T01036,2025-01-28,East,Delivery Delay
T01037,2026-05-22,West,Delivery Delay
T01038,2025-12-29,South,Payment Problem
T01039,2026-05-06,East,Product Issue
T01040,2025-07-16,South,Refund Request
T01041,2025-05-18,South,Product Issue
T01042,2025-12-07,South,Delivery Delay
T01043,2025-05-31,East,Out of Stock
T01044,2026-03-01,East,Refund Request
T01045,2026-03-13,West,Delivery Delay
T01046,2025-12-28,West,Out of Stock
T01047,2025-06-26,East,Refund Request
T01048,2025-11-01,East,Delivery Delay
T01049,2025-07-24,East,Product Issue
T01050,2025-08-08,West,Product Issue
T01051,2025-08-28,East,Refund Request
T01052,2026-04-19,West,Delivery Delay
T01053,2026-04-10,East,Delivery Delay
T01054,2025-12-22,West,Out of Stock
T01055,2025-11-04,West,Delivery Delay
T01056,2026-03-17,North,Payment Problem
T01057,2026-04-30,East,Refund Request
T01058,2025-09-15,South,Product Issue
T01059,2025-06-19,North,Refund Request
T01060,2025-04-21,West,Out of Stock
T01061,2025-01-05,West,Refund Request
T01062,2025-10-22,South,Refund Request
T01063,2026-05-28,West,Product Issue
T01064,2026-01-20,West,Delivery Delay
T01065,2026-03-31,South,Refund Request
T01066,2025-01-07,West,Payment Problem
T01067,2025-11-28,East,Refund Request
T01068,2025-12-01,West,Delivery Delay
T01069,2025-10-15,West,Refund Request
T01070,2025-04-14,East,Payment Problem
T01071,2025-06-22,East,Delivery Delay
T01072,2025-02-14,South,Payment Problem
T01073,2026-02-21,West,Refund Request
T01074,2026-04-01,South,Payment Problem
T01075,2025-08-09,South,Product Issue
T01076,2025-10-28,East,Refund Request
T01077,2026-04-02,West,Delivery Delay
T01078,2025-02-12,South,Delivery Delay
T01079,2025-01-11,West,Out of Stock
T01080,2025-08-13,North,Product Issue
T01081,2025-01-16,South,Delivery Delay
T01082,2026-05-29,North,Out of Stock
T01083,2025-07-28,South,Delivery Delay
T01084,2026-05-27,South,Out of Stock
T01085,2025-11-27,North,Refund Request
T01086,2025-11-21,South,Refund Request
T01087,2026-04-07,South,Delivery Delay
T01088,2025-09-06,East,Refund Request
T01089,2026-06-09,North,Product Issue
T01090,2025-04-01,North,Out of Stock
T01091,2025-06-16,East,Product Issue
T01092,2025-09-06,West,Payment Problem
T01093,2025-12-06,South,Product Issue
T01094,2025-04-19,South,Delivery Delay
T01095,2026-03-02,West,Delivery Delay
T01096,2025-12-08,East,Delivery Delay
T01097,2025-07-20,South,Product Issue
T01098,2026-02-19,North,Product Issue
T01099,2026-01-25,South,Product Issue
T01100,2026-01-18,West,Payment Problem
T01101,2026-06-24,South,Payment Problem
T01102,2025-05-26,West,Delivery Delay
T01103,2025-05-08,West,Product Issue
T01104,2026-02-20,West,Payment Problem
T01105,2025-12-15,North,Product Issue
T01106,2025-11-10,East,Delivery Delay
T01107,2025-12-26,North,Product Issue
T01108,2025-01-17,South,Product Issue
T01109,2025-04-23,West,Refund Request
T01110,2025-03-02,West,Delivery Delay
T01111,2025-11-10,East,Out of Stock
T01112,2026-06-01,South,Refund Request
T01113,2025-01-21,South,Delivery Delay
T01114,2025-08-19,South,Refund Request
T01115,2025-03-19,North,Payment Problem
T01116,2026-06-14,South,Product Issue
T01117,2025-04-10,North,Delivery Delay
T01118,2025-06-04,East,Payment Problem
T01119,2026-01-11,South,Payment Problem
T01120,2025-04-02,East,Payment Problem
T01121,2026-02-10,North,Payment Problem
T01122,2026-06-20,South,Delivery Delay
T01123,2025-10-28,West,Refund Request
T01124,2025-07-21,East,Payment Problem
T01125,2025-01-24,West,Delivery Delay
T01126,2025-12-21,South,Out of Stock
T01127,2025-10-06,East,Payment Problem
T01128,2025-10-21,East,Refund Request
T01129,2026-03-04,West,Product Issue
T01130,2025-10-04,North,Delivery Delay
T01131,2025-10-20,North,Out of Stock
T01132,2026-06-19,West,Delivery Delay
T01133,2025-08-18,South,Refund Request
T01134,2025-12-23,North,Payment Problem
T01135,2025-01-21,South,Payment Problem
T01136,2026-06-11,South,Delivery Delay
T01137,2025-12-02,West,Payment Problem
T01138,2025-01-04,North,Product Issue
T01139,2026-06-22,South,Product Issue
T01140,2025-12-26,West,Delivery Delay
T01141,2025-03-19,West,Product Issue
T01142,2025-03-09,East,Refund Request
T01143,2026-05-11,East,Product Issue
T01144,2025-01-20,South,Out of Stock
T01145,2025-04-27,West,Payment Problem
T01146,2026-03-26,West,Product Issue
T01147,2025-11-25,East,Out of Stock
T01148,2026-02-23,South,Refund Request
T01149,2025-03-01,North,Refund Request
T01150,2025-06-12,South,Product Issue
T01151,2025-07-15,North,Delivery Delay
T01152,2025-06-28,South,Refund Request
T01153,2025-11-21,South,Payment Problem
T01154,2025-04-25,North,Product Issue
T01155,2025-04-25,West,Product Issue
T01156,2025-11-19,North,Product Issue
T01157,2026-04-05,East,Payment Problem
T01158,2026-03-26,North,Refund Request
T01159,2025-10-12,West,Delivery Delay
T01160,2026-04-02,East,Out of Stock
T01161,2026-01-19,West,Refund Request
T01162,2026-02-11,North,Refund Request
T01163,2026-04-21,South,Refund Request
T01164,2025-09-08,West,Payment Problem
T01165,2026-04-09,South,Product Issue
T01166,2025-12-15,West,Payment Problem
T01167,2026-05-05,North,Payment Problem
T01168,2025-06-13,North,Out of Stock
T01169,2026-03-04,West,Delivery Delay
T01170,2026-01-10,West,Out of Stock
T01171,2026-02-27,West,Out of Stock
T01172,2025-03-19,West,Product Issue
T01173,2025-02-07,East,Product Issue
T01174,2025-06-20,South,Out of Stock
T01175,2025-10-19,South,Refund Request
T01176,2026-02-26,North,Payment Problem
T01177,2025-09-05,East,Refund Request
T01178,2026-01-08,South,Refund Request
T01179,2025-11-11,North,Delivery Delay
T01180,2026-06-23,West,Delivery Delay
T01181,2026-05-11,North,Delivery Delay
T01182,2026-01-28,West,Out of Stock
T01183,2026-02-19,East,Delivery Delay
T01184,2025-03-06,West,Product Issue
T01185,2026-02-05,South,Payment Problem
T01186,2026-02-24,North,Payment Problem
T01187,2025-03-30,East,Out of Stock
T01188,2025-12-23,South,Delivery Delay
T01189,2026-06-02,North,Refund Request
T01190,2025-09-24,West,Payment Problem
T01191,2025-06-14,South,Delivery Delay
T01192,2025-04-16,North,Delivery Delay
T01193,2026-02-14,East,Payment Problem
T01194,2025-07-20,South,Out of Stock
T01195,2025-08-08,North,Delivery Delay
T01196,2026-03-10,North,Delivery Delay
T01197,2025-04-06,South,Out of Stock
T01198,2026-05-25,West,Product Issue
T01199,2025-10-06,East,Refund Request
T01200,2025-10-04,West,Delivery Delay
T01201,2025-04-02,West,Delivery Delay
T01202,2025-12-07,North,Out of Stock
T01203,2026-04-18,West,Delivery Delay
T01204,2025-07-09,East,Refund Request
T01205,2025-05-16,North,Product Issue
T01206,2025-10-14,South,Payment Problem
T01207,2026-02-24,North,Payment Problem
T01208,2025-10-18,West,Product Issue
T01209,2025-05-12,East,Out of Stock
T01210,2026-06-23,East,Product Issue
T01211,2025-10-09,West,Out of Stock
T01212,2025-07-18,East,Out of Stock
T01213,2025-10-26,East,Product Issue
T01214,2025-04-20,East,Out of Stock
T01215,2026-05-28,West,Delivery Delay
T01216,2026-05-19,West,Product Issue
T01217,2026-02-23,North,Product Issue
T01218,2025-08-15,East,Out of Stock
T01219,2025-01-27,West,Out of Stock
T01220,2025-05-07,West,Delivery Delay
T01221,2026-01-30,East,Delivery Delay
T01222,2025-12-07,South,Product Issue
T01223,2026-01-03,North,Product Issue
T01224,2025-03-27,South,Delivery Delay
T01225,2025-03-26,East,Refund Request
T01226,2026-01-22,East,Refund Request
T01227,2026-03-23,West,Delivery Delay
T01228,2025-04-08,East,Product Issue
T01229,2025-02-24,North,Delivery Delay
T01230,2026-06-18,East,Out of Stock
T01231,2026-05-04,South,Out of Stock
T01232,2025-04-10,South,Refund Request
T01233,2025-01-23,North,Out of Stock
T01234,2025-04-23,North,Refund Request
T01235,2025-06-13,North,Product Issue
T01236,2026-02-02,West,Out of Stock
T01237,2025-10-04,North,Payment Problem
T01238,2026-05-03,West,Delivery Delay
T01239,2025-11-03,South,Product Issue
T01240,2025-12-07,North,Delivery Delay
T01241,2025-12-30,West,Product Issue
T01242,2026-05-26,East,Out of Stock
T01243,2025-07-29,West,Product Issue
T01244,2025-08-22,South,Product Issue
T01245,2026-03-09,West,Product Issue
T01246,2025-11-14,West,Delivery Delay
T01247,2025-03-21,East,Delivery Delay
T01248,2025-10-12,West,Out of Stock
T01249,2025-11-14,South,Payment Problem
T01250,2025-09-04,North,Payment Problem
T01251,2025-12-10,West,Delivery Delay
T01252,2026-06-11,West,Delivery Delay
T01253,2025-01-28,East,Product Issue
T01254,2026-01-19,South,Out of Stock
T01255,2025-02-06,West,Payment Problem
T01256,2026-01-07,West,Payment Problem
T01257,2026-04-10,South,Payment Problem
T01258,2025-08-04,East,Payment Problem
T01259,2025-11-23,North,Out of Stock
T01260,2025-09-04,North,Product Issue
T01261,2025-03-29,South,Payment Problem
T01262,2025-07-19,East,Out of Stock
T01263,2025-12-01,South,Product Issue
T01264,2025-08-04,North,Product Issue
T01265,2025-09-12,North,Delivery Delay
T01266,2026-05-20,South,Product Issue
T01267,2026-04-15,South,Payment Problem
T01268,2026-05-28,West,Out of Stock
T01269,2026-05-28,North,Refund Request
T01270,2025-09-04,North,Delivery Delay
T01271,2026-03-04,South,Payment Problem
T01272,2026-01-31,North,Delivery Delay
T01273,2025-05-16,South,Refund Request
T01274,2025-12-15,East,Product Issue
T01275,2025-05-20,South,Refund Request
T01276,2025-07-23,South,Product Issue
T01277,2025-07-15,East,Out of Stock
T01278,2026-06-03,South,Out of Stock
T01279,2026-04-17,South,Out of Stock
T01280,2025-02-14,South,Out of Stock
T01281,2025-12-07,South,Payment Problem
T01282,2025-07-12,South,Product Issue
T01283,2025-05-12,West,Payment Problem
T01284,2026-04-13,South,Delivery Delay
T01285,2025-09-22,East,Payment Problem
T01286,2026-02-09,East,Out of Stock
T01287,2026-04-16,West,Out of Stock
T01288,2025-12-15,East,Payment Problem
T01289,2026-04-27,North,Out of Stock
T01290,2026-01-18,West,Product Issue
T01291,2025-02-24,West,Payment Problem
T01292,2026-06-09,West,Product Issue
T01293,2026-05-07,South,Payment Problem
T01294,2025-06-04,East,Product Issue
T01295,2025-12-09,North,Out of Stock
T01296,2026-03-17,North,Refund Request
T01297,2025-04-13,West,Refund Request
T01298,2026-03-23,East,Out of Stock
T01299,2026-04-24,North,Refund Request
T01300,2026-05-09,North,Refund Request
T01301,2025-04-08,South,Refund Request
T01302,2025-08-20,West,Product Issue
T01303,2025-03-13,West,Out of Stock
T01304,2025-08-10,West,Refund Request
T01305,2025-11-21,South,Out of Stock
T01306,2025-06-16,East,Refund Request
T01307,2026-01-02,South,Out of Stock
T01308,2026-06-12,East,Refund Request
T01309,2025-09-12,South,Refund Request
T01310,2025-07-19,West,Payment Problem
T01311,2025-01-31,South,Delivery Delay
T01312,2026-05-01,East,Refund Request
T01313,2026-05-09,South,Payment Problem
T01314,2025-12-02,North,Refund Request
T01315,2025-02-11,West,Delivery Delay
T01316,2025-07-29,South,Product Issue
T01317,2025-12-19,South,Payment Problem
T01318,2025-12-03,West,Payment Problem
T01319,2025-04-15,South,Out of Stock
T01320,2025-04-09,South,Payment Problem
T01321,2025-02-12,East,Refund Request
T01322,2025-09-26,East,Product Issue
T01323,2025-07-14,West,Out of Stock
T01324,2025-03-06,North,Delivery Delay
T01325,2025-08-30,East,Payment Problem
T01326,2025-01-03,South,Refund Request
T01327,2025-11-01,South,Out of Stock
T01328,2026-02-15,South,Refund Request
T01329,2025-03-12,South,Refund Request
T01330,2026-02-10,East,Refund Request
T01331,2025-01-22,East,Refund Request
T01332,2025-10-22,North,Refund Request
T01333,2025-12-25,North,Delivery Delay
T01334,2026-06-02,North,Delivery Delay
T01335,2025-06-11,East,Out of Stock
T01336,2025-06-07,North,Product Issue
T01337,2025-11-05,West,Refund Request
T01338,2025-02-24,East,Payment Problem
T01339,2026-05-25,South,Refund Request
T01340,2025-02-14,East,Product Issue
T01341,2025-03-27,South,Out of Stock
T01342,2025-09-21,West,Delivery Delay
T01343,2025-08-04,South,Delivery Delay
T01344,2026-06-01,East,Payment Problem
T01345,2026-05-28,West,Out of Stock
T01346,2025-04-11,West,Delivery Delay
T01347,2025-11-01,North,Delivery Delay
T01348,2025-12-17,East,Payment Problem
T01349,2025-09-26,West,Refund Request
T01350,2025-02-07,South,Product Issue
T01351,2025-03-04,North,Delivery Delay
T01352,2025-09-22,West,Delivery Delay
T01353,2026-05-10,East,Product Issue
T01354,2025-11-27,West,Out of Stock
T01355,2026-03-02,East,Delivery Delay
T01356,2026-05-15,West,Out of Stock
T01357,2025-02-06,South,Product Issue
T01358,2026-02-01,South,Out of Stock
T01359,2025-01-22,West,Payment Problem
T01360,2025-07-22,South,Product Issue
T01361,2025-01-15,South,Refund Request
T01362,2025-06-09,North,Out of Stock
T01363,2025-09-29,West,Product Issue
T01364,2026-05-04,West,Product Issue
T01365,2025-11-14,South,Payment Problem
T01366,2026-03-16,West,Product Issue
T01367,2025-09-30,South,Refund Request
T01368,2025-06-14,West,Payment Problem
T01369,2026-02-22,North,Refund Request
T01370,2025-09-24,South,Product Issue
T01371,2025-07-07,East,Product Issue
T01372,2026-01-29,South,Out of Stock
T01373,2025-01-26,South,Delivery Delay
T01374,2026-05-30,West,Out of Stock
T01375,2025-10-07,South,Payment Problem
T01376,2025-02-02,South,Out of Stock
T01377,2025-10-18,North,Product Issue
T01378,2025-10-31,East,Out of Stock
T01379,2026-04-25,East,Out of Stock
T01380,2025-05-18,East,Out of Stock
T01381,2025-05-31,West,Refund Request
T01382,2025-11-15,North,Refund Request
T01383,2025-09-25,South,Payment Problem
T01384,2025-03-22,North,Out of Stock
T01385,2025-06-03,North,Refund Request
T01386,2026-05-17,East,Delivery Delay
T01387,2026-05-22,West,Product Issue
T01388,2025-11-21,East,Payment Problem
T01389,2025-05-06,South,Payment Problem
T01390,2026-04-07,North,Delivery Delay
T01391,2026-01-06,East,Payment Problem
T01392,2026-04-14,South,Delivery Delay
T01393,2025-04-04,East,Out of Stock
T01394,2025-01-12,South,Product Issue
T01395,2026-02-24,West,Delivery Delay
T01396,2025-06-16,South,Payment Problem
T01397,2025-10-21,West,Delivery Delay
T01398,2025-08-14,South,Payment Problem
T01399,2025-10-11,East,Product Issue
T01400,2025-04-21,West,Refund Request
T01401,2025-03-21,South,Out of Stock
T01402,2025-11-24,South,Out of Stock
T01403,2025-09-08,East,Product Issue
T01404,2025-09-30,East,Payment Problem
T01405,2026-02-11,West,Refund Request
T01406,2025-10-02,East,Product Issue
T01407,2025-11-23,West,Refund Request
T01408,2025-01-03,South,Refund Request
T01409,2025-07-04,South,Product Issue
T01410,2026-04-25,East,Refund Request
