order_id,order_date,customer_id,product_id,quantity,price,region,revenue
O002815,2025-07-05,C0450,P010,1,1132.0,North,1132.0
O002816,2025-09-09,C0290,P009,4,485.0,East,1940.0
O002817,2025-12-21,C0483,P017,3,1000.0,South,3000.0
O002818,2025-07-29,C0357,P013,3,797.0,North,2391.0
O002819,2026-03-23,C0025,P017,2,1000.0,South,2000.0
O002820,2026-04-05,C0368,P019,4,269.0,West,1076.0
O002821,2026-04-17,C0310,P013,3,797.0,South,2391.0
O002822,2026-01-05,C0255,P009,1,485.0,North,485.0
O002823,2026-05-07,C0463,P001,1,31.0,West,31.0
O002824,2025-05-17,C0268,P001,1,31.0,West,31.0
O002825,2026-01-02,C0126,P005,2,1124.0,South,2248.0
O002826,2025-07-03,C0393,P008,1,729.0,South,729.0
O002827,2025-10-14,C0250,P018,4,1129.0,West,4516.0
O002828,2026-04-17,C0287,P004,3,680.0,South,2040.0
O002829,2026-01-10,C0334,P001,1,31.0,North,31.0
O002830,2026-06-21,C0477,P015,4,730.0,North,2920.0
O002831,2026-05-26,C0053,P020,1,410.0,West,410.0
O002832,2025-09-07,C0368,P004,4,680.0,West,2720.0
O002833,2026-05-25,C0043,P009,2,485.0,North,970.0
O002834,2025-03-14,C0166,P020,4,410.0,West,1640.0
O002835,2025-10-09,C0042,P010,1,1132.0,South,1132.0
O002836,2025-12-26,C0380,P015,3,730.0,South,2190.0
O002837,2025-01-10,C0456,P003,2,358.0,South,716.0
O002838,2025-07-30,C0176,P002,2,235.0,North,470.0
O002839,2025-06-01,C0067,P005,4,1124.0,North,4496.0
O002840,2025-01-05,C0066,P001,1,31.0,East,31.0
O002841,2025-07-14,C0400,P011,4,508.0,West,2032.0
O002842,2025-10-10,C0083,P012,2,66.0,South,132.0
O002843,2026-04-09,C0350,P003,3,358.0,East,1074.0
O002844,2025-04-23,C0105,P016,4,420.0,West,1680.0
O002845,2025-09-28,C0400,P014,1,1059.0,West,1059.0
O002846,2025-06-12,C0287,P012,4,66.0,South,264.0
O002847,2026-04-05,C0374,P020,4,410.0,East,1640.0
O002848,2025-04-15,C0186,P016,4,420.0,East,1680.0
O002849,2025-10-09,C0284,P008,3,729.0,North,2187.0
O002850,2025-06-11,C0004,P017,1,1000.0,East,1000.0
O002851,2025-12-17,C0138,P017,1,1000.0,West,1000.0
O002852,2026-03-10,C0179,P007,2,995.0,West,1990.0
O002853,2025-05-20,C0237,P015,2,730.0,South,1460.0
O002854,2026-04-16,C0018,P009,4,485.0,East,1940.0
O002855,2025-05-12,C0303,P004,2,680.0,East,1360.0
O002856,2025-03-28,C0416,P008,1,729.0,South,729.0
O002857,2025-07-02,C0414,P010,4,1132.0,East,4528.0
O002858,2026-01-03,C0420,P015,2,730.0,West,1460.0
O002859,2025-05-09,C0009,P018,3,1129.0,East,3387.0
O002860,2025-09-03,C0420,P014,2,1059.0,West,2118.0
O002861,2026-01-13,C0029,P005,3,1124.0,East,3372.0
O002862,2025-05-29,C0144,P009,2,485.0,South,970.0
O002863,2026-03-09,C0348,P013,1,797.0,North,797.0
O002864,2026-04-14,C0149,P019,2,269.0,North,538.0
O002865,2026-03-22,C0064,P011,3,508.0,South,1524.0
O002866,2026-04-26,C0367,P012,3,66.0,West,198.0
O002867,2025-10-21,C0450,P003,2,358.0,North,716.0
O002868,2025-05-23,C0380,P002,4,235.0,South,940.0
O002869,2025-09-07,C0187,P015,3,730.0,West,2190.0
O002870,2025-10-29,C0366,P005,1,1124.0,South,1124.0
O002871,2025-01-25,C0227,P007,2,995.0,West,1990.0
O002872,2025-03-11,C0118,P004,3,680.0,North,2040.0
O002873,2025-04-22,C0412,P005,2,1124.0,West,2248.0
O002874,2025-12-30,C0439,P016,2,420.0,West,840.0
O002875,2025-10-30,C0356,P015,4,730.0,East,2920.0
O002876,2026-04-16,C0254,P016,2,420.0,South,840.0
O002877,2025-04-01,C0031,P004,2,680.0,East,1360.0
O002878,2026-06-14,C0161,P006,2,393.0,South,786.0
O002879,2025-07-11,C0215,P018,1,1129.0,West,1129.0
O002880,2025-08-30,C0444,P003,2,358.0,South,716.0
O002881,2025-05-18,C0169,P005,1,1124.0,North,1124.0
O002882,2025-12-11,C0081,P002,2,235.0,West,470.0
O002883,2025-06-29,C0046,P016,4,420.0,East,1680.0
O002884,2026-05-18,C0049,P006,4,393.0,East,1572.0
O002885,2025-07-22,C0449,P015,3,730.0,South,2190.0
O002886,2025-07-11,C0298,P018,2,1129.0,North,2258.0
O002887,2025-01-05,C0407,P006,4,393.0,South,1572.0
O002888,2025-08-25,C0368,P013,4,797.0,West,3188.0
O002889,2025-11-07,C0283,P013,2,797.0,South,1594.0
O002890,2025-02-25,C0473,P001,3,31.0,North,93.0
O002891,2026-03-19,C0416,P016,1,420.0,South,420.0
O002892,2025-08-25,C0467,P004,4,680.0,South,2720.0
O002893,2025-07-16,C0088,P017,4,1000.0,East,4000.0
O002894,2026-05-29,C0121,P018,1,1129.0,West,1129.0
O002895,2026-03-25,C0003,P016,4,420.0,West,1680.0
O002896,2025-12-26,C0316,P001,1,31.0,East,31.0
O002897,2025-01-30,C0460,P006,1,393.0,North,393.0
O002898,2025-04-18,C0227,P011,3,508.0,West,1524.0
O002899,2026-03-21,C0079,P006,1,393.0,South,393.0
O002900,2026-03-14,C0145,P017,1,1000.0,South,1000.0
O002901,2026-04-02,C0242,P004,1,680.0,West,680.0
O002902,2026-05-10,C0032,P014,1,1059.0,North,1059.0
O002903,2025-09-04,C0263,P014,4,1059.0,North,4236.0
O002904,2026-06-27,C0211,P020,1,410.0,East,410.0
O002905,2026-03-15,C0071,P008,4,729.0,West,2916.0
O002906,2025-10-05,C0384,P002,2,235.0,West,470.0
O002907,2025-04-21,C0197,P005,2,1124.0,West,2248.0
O002908,2026-01-20,C0058,P004,1,680.0,North,680.0
O002909,2025-07-10,C0424,P010,3,1132.0,South,3396.0
O002910,2026-05-05,C0469,P020,3,410.0,North,1230.0
O002911,2026-03-02,C0112,P003,4,358.0,North,1432.0
O002912,2026-02-09,C0048,P016,4,420.0,East,1680.0
O002913,2025-12-01,C0435,P010,2,1132.0,North,2264.0
O002914,2025-07-28,C0185,P015,4,730.0,South,2920.0
O002915,2025-01-22,C0367,P004,3,680.0,West,2040.0
O002916,2025-07-27,C0327,P001,2,31.0,East,62.0
O002917,2025-01-08,C0165,P015,1,730.0,North,730.0
O002918,2026-06-13,C0215,P010,4,1132.0,West,4528.0
O002919,2025-06-15,C0331,P020,1,410.0,South,410.0
O002920,2026-05-11,C0330,P018,4,1129.0,North,4516.0
O002921,2026-03-05,C0121,P016,3,420.0,West,1260.0
O002922,2025-06-12,C0213,P009,4,485.0,East,1940.0
O002923,2026-01-01,C0311,P019,3,269.0,South,807.0
O002924,2026-06-10,C0041,P017,3,1000.0,North,3000.0
O002925,2025-08-27,C0353,P010,1,1132.0,East,1132.0
O002926,2025-03-13,C0404,P019,4,269.0,West,1076.0
O002927,2026-03-21,C0289,P008,1,729.0,South,729.0
O002928,2026-05-24,C0168,P019,3,269.0,North,807.0
O002929,2025-09-26,C0483,P005,3,1124.0,South,3372.0
O002930,2026-02-19,C0034,P002,3,235.0,West,705.0
O002931,2025-09-02,C0318,P015,3,730.0,North,2190.0
O002932,2025-03-01,C0484,P017,2,1000.0,East,2000.0
O002933,2025-01-06,C0475,P010,3,1132.0,East,3396.0
O002934,2026-02-11,C0275,P002,4,235.0,East,940.0
O002935,2025-08-05,C0427,P009,3,485.0,South,1455.0
O002936,2025-01-26,C0197,P002,2,235.0,West,470.0
O002937,2025-01-05,C0191,P018,4,1129.0,North,4516.0
O002938,2026-06-16,C0221,P012,2,66.0,East,132.0
O002939,2026-01-25,C0010,P015,2,730.0,West,1460.0
O002940,2026-03-24,C0120,P020,4,410.0,East,1640.0
O002941,2025-05-26,C0123,P006,2,393.0,South,786.0
O002942,2026-01-23,C0247,P018,3,1129.0,South,3387.0
O002943,2025-09-06,C0360,P013,1,797.0,East,797.0
O002944,2026-06-10,C0397,P004,1,680.0,West,680.0
O002945,2026-04-07,C0221,P012,1,66.0,East,66.0
O002946,2025-01-13,C0261,P009,4,485.0,East,1940.0
O002947,2026-01-19,C0058,P002,4,235.0,North,940.0
O002948,2026-02-03,C0315,P016,4,420.0,West,1680.0
O002949,2025-01-19,C0460,P001,1,31.0,North,31.0
O002950,2026-05-06,C0128,P004,1,680.0,West,680.0
O002951,2026-02-23,C0187,P015,4,730.0,West,2920.0
O002952,2025-12-03,C0205,P020,1,410.0,East,410.0
O002953,2026-02-23,C0086,P001,2,31.0,South,62.0
O002954,2025-05-02,C0104,P020,2,410.0,East,820.0
O002955,2026-03-08,C0143,P015,1,730.0,South,730.0
O002956,2025-02-13,C0205,P003,4,358.0,East,1432.0
O002957,2025-11-13,C0129,P013,3,797.0,North,2391.0
O002958,2026-01-16,C0246,P018,3,1129.0,West,3387.0
O002959,2025-05-25,C0038,P013,1,797.0,North,797.0
O002960,2025-11-23,C0363,P010,3,1132.0,South,3396.0
O002961,2025-12-29,C0109,P020,4,410.0,North,1640.0
O002962,2025-02-19,C0309,P007,2,995.0,West,1990.0
O002963,2025-03-06,C0052,P008,2,729.0,West,1458.0
O002964,2025-12-21,C0001,P001,4,31.0,South,124.0
O002965,2025-06-13,C0011,P018,3,1129.0,North,3387.0
O002966,2025-05-21,C0314,P012,1,66.0,West,66.0
O002967,2025-05-08,C0235,P018,2,1129.0,North,2258.0
O002968,2026-02-02,C0128,P012,3,66.0,West,198.0
O002969,2026-04-08,C0424,P020,3,410.0,South,1230.0
O002970,2025-07-06,C0214,P009,2,485.0,North,970.0
O002971,2025-07-09,C0483,P002,2,235.0,South,470.0
O002972,2026-01-23,C0444,P014,1,1059.0,South,1059.0
O002973,2026-03-05,C0243,P004,4,680.0,West,2720.0
O002974,2025-10-11,C0044,P015,3,730.0,West,2190.0
O002975,2025-08-25,C0006,P017,1,1000.0,North,1000.0
O002976,2025-07-13,C0156,P019,2,269.0,North,538.0
O002977,2025-10-14,C0415,P006,4,393.0,East,1572.0
O002978,2025-05-16,C0008,P009,4,485.0,West,1940.0
O002979,2025-06-20,C0005,P017,3,1000.0,North,3000.0
O002980,2025-06-08,C0362,P015,4,730.0,East,2920.0
O002981,2025-07-20,C0182,P005,2,1124.0,North,2248.0
O002982,2026-05-02,C0112,P018,2,1129.0,North,2258.0
O002983,2026-05-19,C0492,P004,2,680.0,East,1360.0
O002984,2026-01-06,C0273,P002,1,235.0,West,235.0
O002985,2025-04-13,C0422,P019,2,269.0,West,538.0
O002986,2025-05-05,C0265,P005,1,1124.0,West,1124.0
O002987,2025-11-09,C0458,P004,2,680.0,South,1360.0
O002988,2026-04-03,C0212,P005,2,1124.0,East,2248.0
O002989,2025-08-18,C0078,P019,4,269.0,North,1076.0
O002990,2025-07-16,C0270,P013,3,797.0,South,2391.0
O002991,2026-02-27,C0154,P016,2,420.0,South,840.0
O002992,2025-06-20,C0221,P012,4,66.0,East,264.0
O002993,2026-01-17,C0369,P009,4,485.0,North,1940.0
O002994,2025-06-22,C0446,P016,3,420.0,West,1260.0
O002995,2026-03-29,C0347,P014,4,1059.0,East,4236.0
O002996,2025-12-16,C0025,P001,4,31.0,South,124.0
O002997,2026-05-09,C0464,P020,3,410.0,East,1230.0
O002998,2025-01-04,C0420,P004,1,680.0,West,680.0
O002999,2025-04-03,C0354,P009,3,485.0,North,1455.0
O003000,2025-01-06,C0208,P019,3,269.0,East,807.0
O003001,2025-10-15,C0417,P014,2,1059.0,South,2118.0
O003002,2025-05-26,C0003,P012,2,66.0,West,132.0
O003003,2026-02-28,C0215,P004,1,680.0,West,680.0
O003004,2026-04-02,C0395,P007,3,995.0,South,2985.0
O003005,2025-07-21,C0112,P017,3,1000.0,North,3000.0
O003006,2025-07-31,C0442,P001,1,31.0,West,31.0
O003007,2025-01-06,C0192,P014,2,1059.0,West,2118.0
O003008,2026-01-11,C0402,P015,3,730.0,West,2190.0
O003009,2026-03-23,C0047,P012,1,66.0,South,66.0
O003010,2025-04-16,C0489,P012,2,66.0,West,132.0
O003011,2026-02-05,C0428,P006,4,393.0,West,1572.0
O003012,2025-04-06,C0221,P013,1,797.0,East,797.0
O003013,2026-01-23,C0187,P016,1,420.0,West,420.0
O003014,2026-03-28,C0050,P014,3,1059.0,North,3177.0
O003015,2026-02-20,C0197,P007,4,995.0,West,3980.0
O003016,2026-05-19,C0216,P016,2,420.0,North,840.0
O003017,2026-03-30,C0413,P009,4,485.0,West,1940.0
O003018,2025-10-18,C0221,P014,3,1059.0,East,3177.0
O003019,2026-06-18,C0380,P007,3,995.0,South,2985.0
O003020,2025-07-12,C0090,P012,2,66.0,South,132.0
O003021,2025-05-30,C0232,P003,2,358.0,East,716.0
O003022,2026-05-30,C0323,P014,2,1059.0,East,2118.0
O003023,2026-01-28,C0258,P019,3,269.0,East,807.0
O003024,2025-11-12,C0153,P011,2,508.0,North,1016.0
O003025,2025-03-17,C0256,P005,2,1124.0,East,2248.0
O003026,2025-09-27,C0403,P013,2,797.0,East,1594.0
O003027,2025-08-13,C0424,P010,1,1132.0,South,1132.0
O003028,2026-06-14,C0258,P007,2,995.0,East,1990.0
O003029,2025-04-23,C0467,P017,3,1000.0,South,3000.0
O003030,2025-09-08,C0065,P016,1,420.0,South,420.0
O003031,2025-08-21,C0190,P008,3,729.0,North,2187.0
O003032,2025-03-24,C0091,P017,4,1000.0,North,4000.0
O003033,2025-05-05,C0438,P013,1,797.0,West,797.0
O003034,2025-06-24,C0173,P011,2,508.0,East,1016.0
O003035,2025-03-10,C0247,P020,1,410.0,South,410.0
O003036,2025-02-16,C0256,P018,3,1129.0,East,3387.0
O003037,2025-09-13,C0116,P005,1,1124.0,West,1124.0
O003038,2025-01-30,C0049,P006,4,393.0,East,1572.0
O003039,2025-10-08,C0227,P020,2,410.0,West,820.0
O003040,2025-08-25,C0489,P014,2,1059.0,West,2118.0
O003041,2025-09-05,C0069,P012,4,66.0,North,264.0
O003042,2026-01-03,C0422,P004,3,680.0,West,2040.0
O003043,2026-05-10,C0388,P007,1,995.0,North,995.0
O003044,2025-01-25,C0401,P011,3,508.0,North,1524.0
O003045,2026-05-05,C0126,P020,3,410.0,South,1230.0
O003046,2026-05-09,C0437,P002,3,235.0,North,705.0
O003047,2025-11-10,C0213,P004,2,680.0,East,1360.0
O003048,2026-01-10,C0053,P007,1,995.0,West,995.0
O003049,2025-01-25,C0112,P001,2,31.0,North,62.0
O003050,2025-11-30,C0159,P015,2,730.0,North,1460.0
O003051,2025-12-21,C0240,P020,2,410.0,North,820.0
O003052,2025-04-26,C0150,P008,1,729.0,South,729.0
O003053,2025-02-17,C0139,P005,4,1124.0,South,4496.0
O003054,2025-04-09,C0418,P014,2,1059.0,South,2118.0
O003055,2026-04-04,C0113,P018,2,1129.0,West,2258.0
O003056,2026-06-07,C0143,P003,2,358.0,South,716.0
O003057,2026-02-09,C0370,P002,1,235.0,North,235.0
O003058,2025-08-02,C0138,P016,1,420.0,West,420.0
O003059,2026-05-18,C0486,P014,3,1059.0,West,3177.0
O003060,2026-03-24,C0480,P016,2,420.0,East,840.0
O003061,2025-09-15,C0437,P011,2,508.0,North,1016.0
O003062,2025-05-01,C0304,P017,1,1000.0,East,1000.0
O003063,2025-02-23,C0031,P003,1,358.0,East,358.0
O003064,2025-11-27,C0293,P005,2,1124.0,West,2248.0
O003065,2025-08-29,C0108,P003,4,358.0,West,1432.0
O003066,2026-06-14,C0284,P015,3,730.0,North,2190.0
O003067,2026-04-28,C0159,P005,3,1124.0,North,3372.0
O003068,2025-07-06,C0326,P003,2,358.0,West,716.0
O003069,2025-09-19,C0014,P006,3,393.0,North,1179.0
O003070,2025-12-30,C0122,P014,3,1059.0,West,3177.0
O003071,2026-05-06,C0215,P002,1,235.0,West,235.0
O003072,2026-03-07,C0272,P018,3,1129.0,West,3387.0
O003073,2025-08-27,C0025,P006,1,393.0,South,393.0
O003074,2025-10-31,C0423,P005,2,1124.0,North,2248.0
O003075,2025-10-25,C0322,P014,1,1059.0,West,1059.0
O003076,2025-03-17,C0294,P017,2,1000.0,South,2000.0
O003077,2025-11-29,C0169,P011,1,508.0,North,508.0
O003078,2026-04-19,C0103,P001,3,31.0,South,93.0
O003079,2025-10-10,C0354,P010,4,1132.0,North,4528.0
O003080,2025-03-13,C0371,P009,1,485.0,North,485.0
O003081,2025-09-20,C0040,P020,1,410.0,South,410.0
O003082,2025-01-12,C0235,P012,4,66.0,North,264.0
O003083,2025-05-21,C0320,P001,4,31.0,South,124.0
O003084,2025-01-17,C0089,P018,1,1129.0,West,1129.0
O003085,2025-03-04,C0100,P012,1,66.0,North,66.0
O003086,2025-09-10,C0144,P002,1,235.0,South,235.0
O003087,2026-04-10,C0082,P001,2,31.0,East,62.0
O003088,2026-01-11,C0077,P001,1,31.0,West,31.0
O003089,2026-06-04,C0059,P001,1,31.0,North,31.0
O003090,2025-03-31,C0229,P012,4,66.0,West,264.0
O003091,2025-06-24,C0091,P007,4,995.0,North,3980.0
O003092,2025-03-17,C0354,P004,2,680.0,North,1360.0
O003093,2026-02-04,C0395,P020,2,410.0,South,820.0
O003094,2025-03-12,C0001,P004,3,680.0,South,2040.0
O003095,2025-06-29,C0269,P015,1,730.0,South,730.0
O003096,2025-05-04,C0286,P001,1,31.0,North,31.0
O003097,2026-01-16,C0197,P006,4,393.0,West,1572.0
O003098,2025-10-20,C0274,P014,3,1059.0,West,3177.0
O003099,2025-07-14,C0078,P014,1,1059.0,North,1059.0
O003100,2025-08-16,C0141,P010,3,1132.0,West,3396.0
O003101,2026-03-07,C0288,P007,2,995.0,East,1990.0
O003102,2026-03-12,C0071,P012,1,66.0,West,66.0
O003103,2026-04-06,C0456,P019,1,269.0,South,269.0
O003104,2025-01-21,C0050,P009,2,485.0,North,970.0
O003105,2025-03-05,C0455,P003,1,358.0,North,358.0
O003106,2025-06-14,C0372,P004,2,680.0,North,1360.0
O003107,2025-01-27,C0369,P013,2,797.0,North,1594.0
O003108,2025-11-07,C0080,P010,3,1132.0,North,3396.0
O003109,2025-10-12,C0235,P014,4,1059.0,North,4236.0
O003110,2025-10-08,C0287,P006,4,393.0,South,1572.0
O003111,2025-06-13,C0307,P008,2,729.0,East,1458.0
O003112,2025-08-12,C0155,P019,3,269.0,West,807.0
O003113,2025-05-26,C0060,P010,2,1132.0,South,2264.0
O003114,2025-01-30,C0033,P005,3,1124.0,North,3372.0
O003115,2025-02-14,C0437,P005,3,1124.0,North,3372.0
O003116,2026-04-16,C0127,P005,4,1124.0,West,4496.0
O003117,2025-02-03,C0221,P009,4,485.0,East,1940.0
O003118,2026-03-03,C0200,P009,3,485.0,West,1455.0
O003119,2025-08-09,C0417,P015,4,730.0,South,2920.0
O003120,2026-06-18,C0126,P009,3,485.0,South,1455.0
O003121,2026-01-02,C0041,P014,1,1059.0,North,1059.0
O003122,2025-04-26,C0275,P006,2,393.0,East,786.0
O003123,2025-08-27,C0469,P020,4,410.0,North,1640.0
O003124,2025-12-01,C0297,P008,2,729.0,West,1458.0
O003125,2026-03-17,C0085,P002,4,235.0,South,940.0
O003126,2025-05-28,C0089,P005,2,1124.0,West,2248.0
O003127,2025-01-09,C0042,P017,2,1000.0,South,2000.0
O003128,2025-10-15,C0120,P010,4,1132.0,East,4528.0
O003129,2026-01-23,C0279,P014,4,1059.0,West,4236.0
O003130,2025-02-19,C0459,P018,4,1129.0,North,4516.0
O003131,2026-06-01,C0033,P001,4,31.0,North,124.0
O003132,2025-10-05,C0276,P002,3,235.0,East,705.0
O003133,2025-10-27,C0153,P004,4,680.0,North,2720.0
O003134,2025-05-15,C0090,P013,4,797.0,South,3188.0
O003135,2025-05-27,C0104,P016,4,420.0,East,1680.0
O003136,2026-05-05,C0436,P005,1,1124.0,West,1124.0
O003137,2026-04-23,C0012,P010,2,1132.0,West,2264.0
O003138,2025-06-08,C0160,P017,4,1000.0,West,4000.0
O003139,2026-01-19,C0417,P011,4,508.0,South,2032.0
O003140,2025-06-12,C0458,P005,2,1124.0,South,2248.0
O003141,2026-03-17,C0196,P015,2,730.0,South,1460.0
O003142,2025-07-08,C0399,P004,3,680.0,West,2040.0
O003143,2026-02-19,C0307,P007,2,995.0,East,1990.0
O003144,2025-12-05,C0262,P010,2,1132.0,West,2264.0
O003145,2025-06-30,C0091,P004,1,680.0,North,680.0
O003146,2025-10-15,C0197,P020,3,410.0,West,1230.0
O003147,2025-07-06,C0069,P005,1,1124.0,North,1124.0
O003148,2025-05-18,C0466,P005,2,1124.0,South,2248.0
O003149,2025-05-10,C0220,P011,4,508.0,West,2032.0
O003150,2025-07-13,C0419,P019,3,269.0,East,807.0
O003151,2025-11-12,C0379,P005,2,1124.0,West,2248.0
O003152,2025-05-24,C0214,P008,2,729.0,North,1458.0
O003153,2025-01-16,C0418,P007,4,995.0,South,3980.0
O003154,2025-10-29,C0447,P008,4,729.0,West,2916.0
O003155,2026-02-27,C0452,P013,4,797.0,East,3188.0
O003156,2025-09-02,C0146,P005,3,1124.0,North,3372.0
O003157,2025-04-17,C0233,P018,1,1129.0,East,1129.0
O003158,2025-03-29,C0371,P009,3,485.0,North,1455.0
O003159,2025-05-09,C0410,P002,4,235.0,North,940.0
O003160,2025-12-07,C0234,P016,3,420.0,South,1260.0
O003161,2025-01-04,C0214,P014,4,1059.0,North,4236.0
O003162,2025-11-23,C0367,P017,1,1000.0,West,1000.0
O003163,2026-02-14,C0481,P006,3,393.0,East,1179.0
O003164,2025-11-02,C0061,P003,1,358.0,South,358.0
O003165,2025-08-13,C0363,P017,1,1000.0,South,1000.0
O003166,2025-12-14,C0078,P013,4,797.0,North,3188.0
O003167,2025-11-17,C0095,P006,3,393.0,West,1179.0
O003168,2025-06-30,C0330,P008,3,729.0,North,2187.0
O003169,2026-01-21,C0499,P006,1,393.0,West,393.0
O003170,2025-04-18,C0216,P016,4,420.0,North,1680.0
O003171,2026-06-15,C0213,P006,1,393.0,East,393.0
O003172,2026-02-14,C0304,P017,1,1000.0,East,1000.0
O003173,2025-10-23,C0200,P003,1,358.0,West,358.0
O003174,2025-06-20,C0352,P012,1,66.0,West,66.0
O003175,2025-11-27,C0031,P006,3,393.0,East,1179.0
O003176,2026-05-08,C0290,P007,2,995.0,East,1990.0
O003177,2025-07-14,C0343,P011,3,508.0,North,1524.0
O003178,2025-01-12,C0473,P009,4,485.0,North,1940.0
O003179,2025-07-14,C0135,P016,2,420.0,West,840.0
O003180,2026-05-05,C0083,P005,1,1124.0,South,1124.0
O003181,2025-07-01,C0391,P015,3,730.0,West,2190.0
O003182,2025-11-12,C0047,P004,2,680.0,South,1360.0
O003183,2025-01-30,C0392,P005,1,1124.0,South,1124.0
O003184,2025-04-06,C0206,P007,3,995.0,North,2985.0
O003185,2026-01-16,C0385,P003,2,358.0,West,716.0
O003186,2026-03-20,C0381,P004,3,680.0,North,2040.0
O003187,2025-10-25,C0077,P015,2,730.0,West,1460.0
O003188,2025-12-27,C0259,P002,4,235.0,East,940.0
O003189,2026-01-09,C0437,P005,3,1124.0,North,3372.0
O003190,2025-10-30,C0092,P007,3,995.0,West,2985.0
O003191,2026-02-25,C0422,P017,2,1000.0,West,2000.0
O003192,2025-09-03,C0435,P008,4,729.0,North,2916.0
O003193,2025-08-25,C0399,P009,3,485.0,West,1455.0
O003194,2026-06-18,C0100,P010,4,1132.0,North,4528.0
O003195,2025-07-04,C0383,P011,4,508.0,East,2032.0
O003196,2026-04-13,C0195,P001,3,31.0,South,93.0
O003197,2025-12-29,C0192,P015,1,730.0,West,730.0
O003198,2025-10-10,C0068,P008,2,729.0,West,1458.0
O003199,2025-12-02,C0389,P019,3,269.0,West,807.0
O003200,2025-06-11,C0242,P012,4,66.0,West,264.0
O003201,2025-06-09,C0090,P006,2,393.0,South,786.0
O003202,2026-04-19,C0345,P010,3,1132.0,South,3396.0
O003203,2025-11-18,C0010,P005,2,1124.0,West,2248.0
O003204,2025-01-12,C0264,P007,2,995.0,East,1990.0
O003205,2026-02-28,C0268,P007,4,995.0,West,3980.0
O003206,2025-03-14,C0320,P009,1,485.0,South,485.0
O003207,2025-07-20,C0118,P015,1,730.0,North,730.0
O003208,2026-06-06,C0250,P006,2,393.0,West,786.0
O003209,2026-05-20,C0059,P016,4,420.0,North,1680.0
O003210,2025-02-08,C0195,P007,4,995.0,South,3980.0
O003211,2025-03-01,C0475,P015,3,730.0,East,2190.0
O003212,2025-11-17,C0050,P002,2,235.0,North,470.0
O003213,2026-03-11,C0407,P008,3,729.0,South,2187.0
O003214,2026-02-12,C0296,P012,4,66.0,East,264.0
O003215,2026-01-21,C0378,P011,2,508.0,North,1016.0
O003216,2025-03-19,C0097,P006,1,393.0,East,393.0
O003217,2025-07-13,C0462,P020,1,410.0,East,410.0
O003218,2025-10-12,C0127,P013,3,797.0,West,2391.0
O003219,2026-06-11,C0246,P016,2,420.0,West,840.0
O003220,2026-06-08,C0087,P008,4,729.0,West,2916.0
O003221,2025-06-05,C0479,P017,3,1000.0,West,3000.0
O003222,2025-12-06,C0077,P013,1,797.0,West,797.0
O003223,2025-05-05,C0377,P004,4,680.0,West,2720.0
O003224,2025-10-07,C0204,P020,2,410.0,West,820.0
O003225,2025-05-08,C0483,P010,1,1132.0,South,1132.0
O003226,2025-11-10,C0146,P020,4,410.0,North,1640.0
O003227,2025-11-28,C0149,P016,1,420.0,North,420.0
O003228,2025-05-30,C0493,P017,2,1000.0,South,2000.0
O003229,2026-03-30,C0111,P008,3,729.0,South,2187.0
O003230,2025-02-05,C0490,P011,4,508.0,West,2032.0
O003231,2026-02-24,C0129,P005,4,1124.0,North,4496.0
O003232,2025-01-22,C0253,P016,2,420.0,West,840.0
O003233,2025-07-25,C0166,P008,1,729.0,West,729.0
O003234,2025-12-22,C0297,P016,1,420.0,West,420.0
O003235,2026-03-16,C0426,P004,1,680.0,East,680.0
O003236,2025-04-06,C0495,P006,4,393.0,South,1572.0
O003237,2025-06-13,C0137,P008,4,729.0,East,2916.0
O003238,2025-05-28,C0279,P009,1,485.0,West,485.0
O003239,2026-06-14,C0334,P013,4,797.0,North,3188.0
O003240,2025-10-21,C0011,P017,3,1000.0,North,3000.0
O003241,2025-07-14,C0071,P009,2,485.0,West,970.0
O003242,2026-04-25,C0159,P013,2,797.0,North,1594.0
O003243,2025-05-03,C0216,P009,4,485.0,North,1940.0
O003244,2026-02-04,C0026,P006,3,393.0,West,1179.0
O003245,2026-03-28,C0286,P010,3,1132.0,North,3396.0
O003246,2025-04-14,C0162,P005,1,1124.0,East,1124.0
O003247,2026-04-07,C0430,P007,2,995.0,North,1990.0
O003248,2026-01-31,C0102,P011,2,508.0,East,1016.0
O003249,2025-12-03,C0069,P009,2,485.0,North,970.0
O003250,2025-05-22,C0133,P010,4,1132.0,North,4528.0
O003251,2025-11-13,C0189,P011,3,508.0,East,1524.0
O003252,2026-06-11,C0211,P003,1,358.0,East,358.0
O003253,2026-02-05,C0243,P008,4,729.0,West,2916.0
O003254,2025-11-06,C0166,P017,1,1000.0,West,1000.0
O003255,2026-05-10,C0412,P007,4,995.0,West,3980.0
O003256,2025-04-19,C0410,P012,2,66.0,North,132.0
O003257,2026-01-07,C0061,P016,1,420.0,South,420.0
O003258,2025-07-25,C0362,P015,3,730.0,East,2190.0
O003259,2025-02-12,C0279,P013,3,797.0,West,2391.0
O003260,2025-09-02,C0430,P018,4,1129.0,North,4516.0
O003261,2025-10-14,C0113,P018,2,1129.0,West,2258.0
O003262,2025-12-21,C0030,P005,4,1124.0,North,4496.0
O003263,2026-04-21,C0323,P014,1,1059.0,East,1059.0
O003264,2025-03-24,C0476,P011,3,508.0,West,1524.0
O003265,2025-04-20,C0161,P003,3,358.0,South,1074.0
